Time;ID;Cat;XPos;YPos;ZPos;2D_XPos;2D_YPos;Vel;XDir;YDir;ZDir;BBox_XPos;BBox_YPos;BBox_ZPos;BBox_Ext_X;BBox_Ext_Y;BBox_Ext_Z;Corner_XYZ_X;Corner_XYZ_Y;Corner_XYZ_Z;Corner_XY-Z_X;Corner_XY-Z_Y;Corner_XY-Z_Z;Corner_X-YZ_X;Corner_X-YZ_Y;Corner_X-YZ_Z;Corner_X-Y-Z_X;Corner_X-Y-Z_Y;Corner_X-Y-Z_Z;Corner_-XYZ_X;Corner_-XYZ_Y;Corner_-XYZ_Z;Corner_-XY-Z_X;Corner_-XY-Z_Y;Corner_-XY-Z_Z;Corner_-X-YZ_X;Corner_-X-YZ_Y;Corner_-X-YZ_Z;Corner_-X-Y-Z_X;Corner_-X-Y-Z_Y;Corner_-X-Y-Z_Z;BBox_2D_XPos;BBox_2D_YPos;Corner_2D_XYZ_X;Corner_2D_XYZ_Y;Corner_2D_XY-Z_X;Corner_2D_XY-Z_Y;Corner_2D_X-YZ_X;Corner_2D_X-YZ_Y;Corner_2D_X-Y-Z_X;Corner_2D_X-Y-Z_Y;Corner_2D_-XYZ_X;Corner_2D_-XYZ_Y;Corner_-2D_XY-Z_X;Corner_2D_-XY-Z_Y;Corner_2D_-X-YZ_X;Corner_2D_-X-YZ_Y;Corner_2D_-X-Y-Z_X;Corner_2D_-X-Y-Z_Y;
J0:14:35:34:217;Hatchback_Car_AI_C_11;0;37456.773438;-78878.851562;-54425.511719;347;748;0.344008;-0.19157;0.981478;0.001064;37454.128906;-78865.1875;-54346.496094;204.0;92.0;76.0;37324.785156;-78682.671875;-54270.25;37324.714844;-78682.515625;-54422.25;37505.378906;-78647.421875;-54270.304688;37505.308594;-78647.265625;-54422.304688;37402.949219;-79083.109375;-54270.6875;37402.878906;-79082.953125;-54422.6875;37583.542969;-79047.859375;-54270.742188;37583.472656;-79047.703125;-54422.742188;349;729;399;703;399;737;358;703;358;737;340;720;340;758;294;720;294;758
J0:14:35:34:217;Hatchback_Car_AI_C_45;0;39731.484375;-84413.15625;-54423.410156;-1;-1;0.829388;0.335644;-0.941268;0.036849;39731.605469;-84424.882812;-54344.039062;204.0;92.0;76.0;39882.175781;-84584.484375;-54256.214844;39890.980469;-84587.28125;-54407.933594;39709.175781;-84646.515625;-54265.113281;39717.980469;-84649.3125;-54416.832031;39745.230469;-84200.453125;-54271.246094;39754.035156;-84203.25;-54422.964844;39572.230469;-84262.484375;-54280.144531;39581.035156;-84265.28125;-54431.863281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
J0:14:35:34:217;Hatchback_Car_AI_C_49;0;39598.601562;-75732.367188;-54422.921875;1046;675;1.209253;0.862207;0.506536;0.004522;39610.714844;-75726.054688;-54343.863281;204.0;92.0;76.0;39740.042969;-75544.148438;-54266.140625;39739.964844;-75542.648438;-54418.132812;39833.246094;-75702.789062;-54267.75;39833.167969;-75701.289062;-54419.742188;39388.261719;-75750.820312;-54267.984375;39388.183594;-75749.320312;-54419.976562;39481.464844;-75909.460938;-54269.59375;39481.386719;-75907.960938;-54421.585938;1047;663;1058;648;1058;670;1030;648;1030;670;1064;655;1064;679;1035;655;1035;679
J0:14:35:34:217;Hatchback_Car_AI_C_58;0;43949.484375;-78020.085938;-54428.652344;802;620;667.491821;0.994186;-0.107595;0.004141;43963.105469;-78021.304688;-54349.59375;204.0;92.0;76.0;44175.53125;-77951.515625;-54273.042969;44176.101562;-77952.0625;-54425.042969;44155.734375;-78134.453125;-54272.457031;44156.304688;-78135.0;-54424.457031;43769.90625;-77907.609375;-54274.730469;43770.476562;-77908.15625;-54426.730469;43750.109375;-78090.546875;-54274.144531;43750.679688;-78091.09375;-54426.144531;802;613;813;604;813;618;797;604;797;618;808;607;808;621;790;607;790;621
J0:14:35:34:217;Hatchback_Car_AI_C_42;0;39118.339844;-76835.375;-54425.167969;868;687;6.326024;0.986354;-0.16463;0.001671;39131.996094;-76837.789062;-54346.144531;204.0;92.0;76.0;39348.207031;-76780.742188;-54269.648438;39348.503906;-76780.523438;-54421.648438;39317.917969;-76962.226562;-54269.960938;39318.214844;-76962.007812;-54421.960938;38945.777344;-76713.570312;-54270.328125;38946.074219;-76713.351562;-54422.328125;38915.488281;-76895.054688;-54270.640625;38915.785156;-76894.835938;-54422.640625;868;674;886;657;886;681;856;657;856;681;880;665;880;692;848;665;848;692
J0:14:35:34:217;Hatchback_Car_AI_C_44;0;39258.445312;-85694.898438;-54428.003906;-1;-1;676.150696;-0.000629;-0.999999;0.001101;39258.464844;-85708.8125;-54348.988281;204.0;92.0;76.0;39350.363281;-85912.78125;-54272.796875;39350.308594;-85912.953125;-54424.796875;39166.363281;-85912.671875;-54272.726562;39166.308594;-85912.84375;-54424.726562;39350.621094;-85504.78125;-54273.25;39350.566406;-85504.953125;-54425.25;39166.621094;-85504.671875;-54273.179688;39166.566406;-85504.84375;-54425.179688;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
J0:14:35:34:217;Hatchback_Car_AI_C_46;0;42855.1875;-77060.039062;-54425.921875;881;629;692.109009;0.999962;-0.008687;0.000866;42869.121094;-77060.09375;-54346.910156;204.0;92.0;76.0;43073.847656;-76969.804688;-54270.8125;43073.980469;-76969.929688;-54422.8125;43072.246094;-77153.804688;-54270.65625;43072.378906;-77153.929688;-54422.65625;42665.863281;-76966.257812;-54271.164062;42665.996094;-76966.382812;-54423.164062;42664.261719;-77150.257812;-54271.007812;42664.394531;-77150.382812;-54423.007812;881;621;892;611;892;627;874;611;874;627;889;615;889;630;870;615;870;630
J0:14:35:34:217;Hatchback_Car_AI_C_77;0;39390.894531;-75111.492188;-54432.109375;1148;682;-0.36308;-0.258398;-0.965197;0.040313;39387.15625;-75121.679688;-54352.617188;204.0;92.0;76.0;39423.199219;-75339.117188;-54267.324219;39423.433594;-75345.523438;-54419.191406;39245.449219;-75291.632812;-54269.597656;39245.683594;-75298.039062;-54421.464844;39528.628906;-74945.320312;-54283.769531;39528.863281;-74951.726562;-54435.636719;39350.878906;-74897.835938;-54286.042969;39351.113281;-74904.242188;-54437.910156;1147;669;1155;653;1155;676;1126;653;1126;676;1169;661;1169;686;1138;661;1138;686
J0:14:35:34:217;Hatchback_Car_AI_C_52;0;38965.234375;-80610.554688;-54425.902344;214;691;519.095337;-0.198742;-0.980052;0.00071;38962.289062;-80624.1875;-54346.894531;204.0;92.0;76.0;39011.753906;-80842.3125;-54270.546875;39012.066406;-80842.484375;-54422.546875;38831.425781;-80805.75;-54270.953125;38831.738281;-80805.921875;-54422.953125;39092.839844;-80442.453125;-54270.835938;39093.152344;-80442.625;-54422.835938;38912.511719;-80405.890625;-54271.242188;38912.824219;-80406.0625;-54423.242188;211;678;253;660;253;686;222;660;222;686;199;669;199;697;166;669;166;697
J0:14:35:34:217;Hatchback_Car_AI_C_55;0;37904.050781;-76976.835938;-54425.242188;813;727;1.598978;0.998041;0.062545;0.001273;37917.921875;-76975.96875;-54346.222656;204.0;92.0;76.0;38115.671875;-76871.398438;-54269.957031;38115.867188;-76871.382812;-54421.957031;38127.179688;-77055.039062;-54269.972656;38127.375;-77055.023438;-54421.972656;37708.46875;-76896.914062;-54270.472656;37708.664062;-76896.898438;-54422.472656;37719.976562;-77080.554688;-54270.488281;37720.171875;-77080.539062;-54422.488281;814;710;839;687;839;718;801;687;801;718;827;701;827;735;786;701;786;735
