Time;ID;Cat;XPos;YPos;ZPos;2D_XPos;2D_YPos;Vel;XDir;YDir;ZDir;BBox_XPos;BBox_YPos;BBox_ZPos;BBox_Ext_X;BBox_Ext_Y;BBox_Ext_Z;Corner_XYZ_X;Corner_XYZ_Y;Corner_XYZ_Z;Corner_XY-Z_X;Corner_XY-Z_Y;Corner_XY-Z_Z;Corner_X-YZ_X;Corner_X-YZ_Y;Corner_X-YZ_Z;Corner_X-Y-Z_X;Corner_X-Y-Z_Y;Corner_X-Y-Z_Z;Corner_-XYZ_X;Corner_-XYZ_Y;Corner_-XYZ_Z;Corner_-XY-Z_X;Corner_-XY-Z_Y;Corner_-XY-Z_Z;Corner_-X-YZ_X;Corner_-X-YZ_Y;Corner_-X-YZ_Z;Corner_-X-Y-Z_X;Corner_-X-Y-Z_Y;Corner_-X-Y-Z_Z;BBox_2D_XPos;BBox_2D_YPos;Corner_2D_XYZ_X;Corner_2D_XYZ_Y;Corner_2D_XY-Z_X;Corner_2D_XY-Z_Y;Corner_2D_X-YZ_X;Corner_2D_X-YZ_Y;Corner_2D_X-Y-Z_X;Corner_2D_X-Y-Z_Y;Corner_2D_-XYZ_X;Corner_2D_-XYZ_Y;Corner_-2D_XY-Z_X;Corner_2D_-XY-Z_Y;Corner_2D_-X-YZ_X;Corner_2D_-X-YZ_Y;Corner_2D_-X-Y-Z_X;Corner_2D_-X-Y-Z_Y;
J0:19:22:18:325;Hatchback_Car_AI_C_0;211;39232.71875;-82938.789062;-54426.050781;-1;-1;668.234436;-0.007582;-0.999971;-0.000691;39232.605469;-82952.84375;-54347.058594;204.0;92.0;76.0;39323.046875;-83157.585938;-54271.191406;39323.0625;-83157.476562;-54423.191406;39139.054688;-83156.195312;-54271.207031;39139.070312;-83156.085938;-54423.207031;39326.140625;-82749.601562;-54270.910156;39326.15625;-82749.492188;-54422.910156;39142.148438;-82748.210938;-54270.925781;39142.164062;-82748.101562;-54422.925781;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
J0:19:22:18:325;Hatchback_Car_AI_C_1;211;34021.804688;-76966.695312;-54208.484375;-1;-1;674.180908;0.991316;-0.009549;-0.131152;34046.042969;-76966.859375;-54132.003906;204.0;92.0;76.0;34259.113281;-76876.84375;-54083.496094;34239.175781;-76876.78125;-54234.183594;34257.363281;-77060.828125;-54083.332031;34237.425781;-77060.765625;-54234.019531;33854.660156;-76872.953125;-54029.988281;33834.722656;-76872.890625;-54180.675781;33852.910156;-77056.9375;-54029.824219;33832.972656;-77056.875;-54180.511719;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
J0:19:22:18:325;Hatchback_Car_AI_C_2;211;45268.65625;-78964.007812;-54426.109375;742;611;645.476685;-0.999999;0.001054;-0.000838;45254.589844;-78963.992188;-54347.121094;204.0;92.0;76.0;45050.429688;-79055.773438;-54271.292969;45050.554688;-79055.773438;-54423.292969;45050.625;-78871.773438;-54271.292969;45050.75;-78871.773438;-54423.292969;45458.429688;-79056.210938;-54270.949219;45458.554688;-79056.210938;-54422.949219;45458.625;-78872.210938;-54270.949219;45458.75;-78872.210938;-54422.949219;742;605;731;599;731;612;746;599;746;612;739;597;739;610;753;597;753;610
J0:19:22:18:325;Hatchback_Car_AI_C_7;211;38694.546875;-75906.070312;-54425.453125;1030;700;390.429596;0.871275;0.490689;0.010186;38706.589844;-75900.570312;-54346.324219;204.0;92.0;76.0;38839.027344;-75721.632812;-54266.957031;38839.324219;-75719.007812;-54418.933594;38929.332031;-75881.929688;-54269.558594;38929.628906;-75879.304688;-54421.535156;38483.550781;-75921.835938;-54271.113281;38483.847656;-75919.210938;-54423.089844;38573.855469;-76082.132812;-54273.714844;38574.152344;-76079.507812;-54425.691406;1031;685;1061;668;1061;696;997;668;997;696;1066;674;1066;704;999;674;999;704
J0:19:22:18:325;Hatchback_Car_AI_C_11;211;39336.726562;-76023.039062;-54425.003906;1003;683;113.416656;-0.175276;-0.984518;0.001421;39334.515625;-76036.75;-54345.984375;204.0;92.0;76.0;39389.566406;-76253.648438;-54269.957031;39389.097656;-76253.789062;-54421.957031;39208.417969;-76221.398438;-54269.433594;39207.949219;-76221.539062;-54421.433594;39461.082031;-75851.960938;-54270.535156;39460.613281;-75852.101562;-54422.535156;39279.933594;-75819.710938;-54270.011719;39279.464844;-75819.851562;-54422.011719;1001;670;965;656;965;681;1035;656;1035;681;965;659;965;684;1037;659;1037;684
J0:19:22:18:325;Hatchback_Car_AI_C_15;211;39409.351562;-75416.351562;-54424.402344;1100;681;665.651855;-0.026482;-0.999477;0.018585;39409.027344;-75428.875;-54345.15625;204.0;92.0;76.0;39495.636719;-75633.789062;-54265.382812;39495.550781;-75636.617188;-54417.359375;39311.699219;-75628.914062;-54265.367188;39311.613281;-75631.742188;-54417.34375;39506.441406;-75226.007812;-54272.96875;39506.355469;-75228.835938;-54424.945312;39322.503906;-75221.132812;-54272.953125;39322.417969;-75223.960938;-54424.929688;1098;668;1064;654;1064;679;1129;654;1129;679;1067;657;1067;683;1134;657;1134;683
J0:19:22:18:325;Hatchback_Car_AI_C_19;211;39216.824219;-72048.195312;-54366.320312;1665;676;635.685303;0.109394;-0.982421;-0.151267;39219.324219;-72073.867188;-54290.347656;204.0;92.0;76.0;39334.011719;-72275.625;-54245.671875;39332.152344;-72252.703125;-54395.921875;39151.128906;-72295.859375;-54246.492188;39149.269531;-72272.9375;-54396.742188;39289.378906;-71874.796875;-54183.953125;39287.519531;-71851.875;-54334.203125;39106.496094;-71895.03125;-54184.773438;39104.636719;-71872.109375;-54335.023438;1660;663;1614;653;1614;668;1679;653;1679;668;1640;658;1640;673;1708;658;1708;673
J0:19:22:18:325;Hatchback_Car_AI_C_24;211;38977.433594;-69037.617188;-53660.730469;-1;-1;728.801514;0.011088;-0.974608;-0.223644;38977.890625;-69068.929688;-53586.863281;204.0;92.0;76.0;39072.4375;-69283.671875;-53558.53125;39071.851562;-69249.6875;-53706.679688;38888.453125;-69285.8125;-53558.296875;38887.867188;-69251.828125;-53706.445312;39067.914062;-68886.03125;-53467.28125;39067.328125;-68852.046875;-53615.429688;38883.929688;-68888.171875;-53467.046875;38883.34375;-68854.1875;-53615.195312;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
J0:19:22:18:325;Hatchback_Car_AI_C_28;211;39277.421875;-66154.203125;-53303.046875;-1;-1;661.72113;-0.195432;-0.979999;-0.037524;39274.085938;-66170.828125;-53224.628906;204.0;92.0;76.0;39323.863281;-66391.53125;-53156.3125;39325.019531;-66385.953125;-53308.203125;39143.417969;-66355.546875;-53156.367188;39144.574219;-66349.96875;-53308.257812;39403.597656;-65991.6875;-53141.0;39404.753906;-65986.109375;-53292.890625;39223.152344;-65955.703125;-53141.054688;39224.308594;-65950.125;-53292.945312;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
J0:19:22:18:325;Hatchback_Car_AI_C_32;211;39972.609375;-63519.753906;-53297.429688;-1;-1;350.462189;-0.309053;-0.950618;0.028474;39968.953125;-63530.914062;-53218.0625;204.0;92.0;76.0;39994.042969;-63751.21875;-53136.253906;39992.753906;-63755.351562;-53288.191406;39819.058594;-63694.328125;-53136.316406;39817.769531;-63698.460938;-53288.253906;40120.136719;-63363.367188;-53147.871094;40118.847656;-63367.5;-53299.808594;39945.152344;-63306.476562;-53147.933594;39943.863281;-63310.609375;-53299.871094;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
